Symbol,Date,Open,High,Low,Close,Volume,Adj_Close
GD,2002-02-26,88.349998,90.00,88.150002,89.709999,3073800,32.875612
GD,2002-02-25,87.699997,88.900002,87.120003,88.389999,3120600,32.391878
GD,2002-02-22,88.349998,89.25,86.150002,87.699997,5031200,32.139016
GD,2002-02-21,92.290001,93.75,91.449997,92.169998,2348200,33.777117
GD,2002-02-20,90.050003,92.949997,89.25,92.470001,1793200,33.887058
GD,2002-02-19,90.00,90.349998,88.849998,89.580002,1573400,32.827973
GD,2002-02-15,88.300003,91.309998,88.150002,90.029999,2217800,32.992881
GD,2002-02-14,88.349998,88.389999,87.940002,88.370003,1209000,32.38455
GD,2002-02-13,88.00,88.660004,87.769997,88.349998,1517000,32.377219
GD,2002-02-12,88.709999,88.730003,87.889999,88.18,1371600,32.314921
GD,2002-02-11,87.699997,88.879997,87.279999,88.709999,1426800,32.509147
GD,2002-02-08,85.699997,88.120003,85.489998,87.699997,3003200,32.139016
GD,2002-02-07,87.25,87.730003,85.389999,85.900002,2887200,31.47938
GD,2002-02-06,88.00,88.25,87.300003,88.00,2458000,32.248957
GD,2002-02-05,86.550003,89.400002,86.00,88.25,3974400,32.340573
GD,2002-02-04,89.449997,89.639999,88.260002,88.980003,4014200,32.608094
GD,2002-02-01,89.559998,91.050003,88.099998,89.449997,5681400,32.780331
GD,2002-01-31,86.150002,89.889999,85.800003,89.559998,5130200,32.820642
GD,2002-01-30,84.699997,86.839996,83.849998,85.349998,3929800,31.277823
GD,2002-01-29,86.25,86.25,83.839996,84.550003,2616600,30.984652
GD,2002-01-28,84.00,86.50,83.50,85.910004,2498200,31.483046
GD,2002-01-25,83.629997,84.00,81.620003,84.00,3649200,30.783095
GD,2002-01-24,80.470001,84.400002,80.199997,83.379997,4273800,30.555886
GD,2002-01-23,79.00,80.550003,78.599998,79.150002,4808600,29.005739
GD,2002-01-22,78.400002,78.93,78.25,78.75,2854400,28.859152
GD,2002-01-18,75.699997,78.690002,75.599998,77.519997,3697400,28.408398
GD,2002-01-17,76.269997,76.300003,75.199997,75.699997,3274400,27.741431
GD,2002-01-16,76.970001,77.00,75.25,75.269997,4276200,27.583851
GD,2002-01-15,77.949997,78.529999,77.050003,77.25,3003600,28.206843
GD,2002-01-14,77.50,78.349998,77.459999,77.599998,2722200,28.334641
GD,2002-01-11,78.269997,78.739998,77.150002,77.400002,3677800,28.261614
GD,2002-01-10,80.75,80.75,79.00,79.269997,3662600,28.944419
GD,2002-01-09,82.199997,82.800003,80.989998,81.00,2762600,29.576108
GD,2002-01-08,83.50,83.699997,82.150002,82.199997,1618800,30.014271
GD,2002-01-07,83.400002,84.300003,82.849998,83.949997,2779000,30.653261
GD,2002-01-04,81.800003,83.349998,81.599998,82.809998,1849600,30.237005
GD,2002-01-03,80.260002,81.599998,80.00,81.00,1856200,29.576108
GD,2002-01-02,79.50,80.050003,78.760002,80.010002,2150000,29.214623
GD,2001-12-31,79.099998,80.349998,79.029999,79.639999,1781400,29.079521
GD,2001-12-28,78.699997,79.199997,78.529999,78.970001,1307800,28.83488
GD,2001-12-27,78.00,78.610001,77.919998,78.519997,3794600,28.670566
GD,2001-12-26,78.050003,78.50,77.900002,77.910004,2053400,28.447835
GD,2001-12-24,78.25,78.300003,78.00,78.040001,536000,28.495302
GD,2001-12-21,78.900002,79.160004,77.209999,78.099998,2547200,28.517209
GD,2001-12-20,78.400002,79.650002,78.099998,78.099998,2616000,28.517209
GD,2001-12-19,78.709999,79.040001,78.199997,78.510002,3199000,28.666917
GD,2001-12-18,80.099998,80.419998,78.599998,78.709999,2758600,28.739943
GD,2001-12-17,80.300003,80.839996,79.860001,79.919998,2476400,29.181759
