Symbol,Date,Open,High,Low,Close,Volume,Adj_Close
NYT,2002-04-19,47.200001,48.209999,47.16,48.009998,401500,38.460101
NYT,2002-04-18,46.849998,47.400002,46.50,47.150002,660300,37.77117
NYT,2002-04-17,46.82,47.099998,46.00,46.560001,447500,37.29853
NYT,2002-04-16,47.150002,47.240002,46.110001,46.599998,737400,37.330571
NYT,2002-04-15,47.25,48.25,47.049999,47.099998,486100,37.731113
NYT,2002-04-12,46.900002,47.150002,46.459999,46.900002,367200,37.570899
NYT,2002-04-11,47.580002,47.619999,46.599998,46.799999,538900,37.490788
NYT,2002-04-10,47.849998,48.040001,47.299999,47.98,478400,38.436069
NYT,2002-04-09,47.450001,48.099998,47.040001,47.77,386400,38.267842
NYT,2002-04-08,47.599998,47.77,46.700001,47.610001,469700,38.139668
NYT,2002-04-05,47.349998,48.00,47.349998,47.68,368800,38.195744
NYT,2002-04-04,47.200001,47.549999,46.849998,47.220001,303200,37.827246
NYT,2002-04-03,47.349998,47.75,46.939999,47.00,344500,37.651006
NYT,2002-04-02,48.00,48.00,47.130001,47.200001,358800,37.811224
NYT,2002-04-01,48.00,48.439999,46.950001,48.099998,327400,38.532199
NYT,2002-03-28,47.290001,48.27,47.200001,47.860001,538700,38.33994
NYT,2002-03-27,47.50,47.66,47.200001,47.290001,443500,37.883321
NYT,2002-03-26,47.849998,48.299999,47.459999,47.50,401800,38.051549
NYT,2002-03-25,47.599998,48.549999,47.50,47.830002,400800,38.315908
NYT,2002-03-22,47.610001,48.139999,47.310001,47.77,481900,38.267842
NYT,2002-03-21,47.950001,48.139999,47.360001,47.50,384000,38.051549
NYT,2002-03-20,48.650002,48.650002,47.810001,47.950001,552100,38.412038
NYT,2002-03-19,48.07,48.75,48.00,48.509998,630000,38.860643
NYT,2002-03-18,48.00,48.490002,47.849998,48.07,506300,38.508167
NYT,2002-03-15,46.599998,48.50,46.080002,48.09,1120500,38.524189
NYT,2002-03-14,46.970001,47.00,46.610001,46.610001,375900,37.338583
NYT,2002-03-13,46.98,47.00,46.650002,46.77,245200,37.466757
NYT,2002-03-12,46.93,47.099998,46.759998,46.919998,290200,37.586918
NYT,2002-03-11,47.00,47.48,46.599998,47.130001,424300,37.755148
NYT,2002-03-08,47.150002,47.490002,46.869999,46.950001,431700,37.610952
NYT,2002-03-07,47.00,47.060001,46.349998,46.790001,657600,37.482779
NYT,2002-03-06,45.950001,47.150002,45.849998,46.639999,1079300,37.362615
NYT,2002-03-05,45.41,46.450001,45.099998,45.810001,556900,36.697716
NYT,2002-03-04,44.75,45.509998,44.75,45.400002,708600,36.369271
NYT,2002-03-01,44.099998,44.759998,44.099998,44.650002,492800,35.768457
NYT,2002-02-28,43.639999,44.169998,43.639999,43.900002,610300,35.167643
NYT,2002-02-27,43.98,44.50,43.59,43.630001,350300,34.95135
NYT,2002-02-26,44.25,44.950001,44.049999,44.110001,469500,35.235736
NYT,2002-02-25,43.599998,44.490002,43.119999,44.299999,717700,35.38751
NYT,2002-02-22,44.049999,44.470001,43.77,44.299999,388000,35.38751
NYT,2002-02-21,45.150002,45.16,43.299999,44.200001,1397100,35.307629
NYT,2002-02-20,44.75,46.509998,44.459999,46.400002,709500,37.065023
NYT,2002-02-19,45.099998,45.470001,44.75,45.07,451500,36.002598
NYT,2002-02-15,45.200001,45.560001,44.869999,44.93,328400,35.890764
NYT,2002-02-14,44.450001,45.48,44.450001,45.139999,633100,36.058515
NYT,2002-02-13,43.799999,45.490002,43.799999,44.599998,367300,35.627154
NYT,2002-02-12,44.75,44.759998,43.799999,44.049999,601400,35.187806
NYT,2002-02-11,44.16,45.029999,44.00,44.990002,532200,35.938694
NYT,2002-02-08,43.50,44.25,43.490002,44.150002,396300,35.267689
NYT,2002-02-07,42.75,43.66,42.75,43.369999,724600,34.644611
NYT,2002-02-06,42.049999,42.849998,42.049999,42.580002,732200,34.01355
NYT,2002-02-05,41.66,42.099998,41.50,41.91,829200,33.478342
NYT,2002-02-04,41.950001,42.049999,41.349998,41.66,1093800,33.278638
NYT,2002-02-01,42.099998,42.16,41.709999,41.849998,663500,33.430412
NYT,2002-01-31,42.099998,42.200001,41.549999,42.130001,810500,33.654082
NYT,2002-01-30,42.400002,42.439999,41.50,41.889999,634300,33.462365
NYT,2002-01-29,43.150002,43.349998,42.049999,42.150002,1546300,33.670059
NYT,2002-01-28,43.25,43.25,42.549999,43.150002,390000,34.468874
NYT,2002-01-25,42.799999,43.400002,42.580002,42.889999,572000,34.26118
NYT,2002-01-24,43.150002,43.869999,43.00,43.290001,370200,34.580708
NYT,2002-01-23,43.810001,43.959999,43.049999,43.099998,374400,34.428931
NYT,2002-01-22,43.619999,43.990002,43.450001,43.669998,408300,34.884255
NYT,2002-01-18,43.400002,43.779999,43.330002,43.52,321200,34.764435
NYT,2002-01-17,43.810001,43.900002,43.400002,43.459999,430100,34.716505
NYT,2002-01-16,44.25,44.25,43.799999,43.799999,544700,34.988102
NYT,2002-01-15,43.799999,44.950001,43.709999,44.599998,476600,35.627154
NYT,2002-01-14,43.299999,43.73,43.200001,43.630001,440300,34.852305
NYT,2002-01-11,43.650002,43.98,43.400002,43.700001,540900,34.908222
NYT,2002-01-10,43.970001,44.00,43.25,43.580002,407100,34.812365
NYT,2002-01-09,44.450001,44.650002,43.799999,43.959999,398200,35.115912
NYT,2002-01-08,44.150002,44.75,44.119999,44.450001,376600,35.507333
NYT,2002-01-07,44.150002,44.549999,44.130001,44.200001,369100,35.307629
