Symbol,Date,Open,High,Low,Close,Volume,Adj_Close
LMT,2002-03-06,55.00,58.00,54.720001,57.560001,3464900,38.712368
LMT,2002-03-05,56.549999,56.950001,54.150002,54.75,3727400,36.822482
LMT,2002-03-04,57.00,57.360001,56.849998,57.00,2459800,38.335735
LMT,2002-03-01,57.150002,57.599998,56.75,57.07,2124100,38.382814
LMT,2002-02-28,57.700001,57.889999,56.349998,56.41,2262600,37.938927
LMT,2002-02-27,56.00,57.82,55.91,56.91,2909200,38.201223
LMT,2002-02-26,56.00,56.720001,55.849998,55.849998,1866500,37.48969
LMT,2002-02-25,55.00,56.990002,54.200001,56.50,3227200,37.926008
LMT,2002-02-22,55.00,55.00,53.599998,54.220001,3697700,36.395543
LMT,2002-02-21,55.50,56.990002,55.200001,55.200001,4332800,37.053375
LMT,2002-02-20,54.25,55.889999,54.009998,55.700001,2884400,37.389003
LMT,2002-02-19,54.00,54.400002,53.75,53.799999,2491700,36.113614
LMT,2002-02-15,53.400002,55.099998,53.290001,54.869999,3949800,36.831859
LMT,2002-02-14,53.00,53.50,52.860001,53.400002,2078800,35.845113
LMT,2002-02-13,53.00,53.41,52.849998,52.950001,2226100,35.543047
LMT,2002-02-12,53.549999,53.75,52.799999,53.00,1977100,35.576609
LMT,2002-02-11,53.950001,54.349998,53.700001,54.049999,2089200,36.281428
LMT,2002-02-08,53.720001,54.700001,53.509998,54.380001,1779500,36.502944
LMT,2002-02-07,53.52,54.209999,53.52,53.970001,2205700,36.227729
LMT,2002-02-06,53.00,54.02,53.00,53.599998,4581400,35.979362
LMT,2002-02-05,52.25,53.299999,52.200001,53.209999,4566800,35.717573
LMT,2002-02-04,52.599998,54.099998,52.50,53.299999,4074800,35.777986
LMT,2002-02-01,52.00,52.599998,51.720001,52.43,4949800,35.193993
LMT,2002-01-31,50.27,52.970001,50.27,52.970001,4497700,35.556472
LMT,2002-01-30,50.50,51.50,50.00,50.459999,2367500,33.871617
LMT,2002-01-29,51.25,51.34,49.860001,50.400002,2305800,33.831343
LMT,2002-01-28,50.00,51.200001,49.990002,51.00,4455100,34.234096
LMT,2002-01-25,49.849998,50.900002,49.50,50.00,4930400,33.562839
LMT,2002-01-24,48.23,49.639999,48.150002,49.41,5849700,33.166797
LMT,2002-01-23,48.700001,48.959999,47.25,48.00,1752400,32.220325
LMT,2002-01-22,48.860001,49.700001,48.700001,48.849998,1937400,32.790893
LMT,2002-01-18,48.220001,49.00,48.099998,48.66,1966600,32.663355
LMT,2002-01-17,48.50,48.75,47.939999,48.23,1570000,32.374714
LMT,2002-01-16,48.25,48.900002,47.75,48.389999,2620200,32.482115
LMT,2002-01-15,47.810001,48.75,47.630001,48.50,3083700,32.555954
LMT,2002-01-14,46.50,47.75,46.50,47.599998,1755800,31.951822
LMT,2002-01-11,47.450001,47.700001,46.700001,46.740002,1860200,31.374543
LMT,2002-01-10,47.900002,48.200001,47.759998,47.970001,1559700,32.200189
LMT,2002-01-09,47.700001,48.00,47.060001,47.18,1804900,31.669895
LMT,2002-01-08,46.900002,48.009998,46.880001,47.650002,2306600,31.985387
LMT,2002-01-07,47.25,47.599998,46.799999,46.98,1989200,31.535643
LMT,2002-01-04,46.57,47.50,46.57,47.259998,3097300,31.723594
LMT,2002-01-03,46.209999,46.610001,46.009998,46.57,835600,31.260428
LMT,2002-01-02,46.150002,46.549999,45.849998,46.240002,1530800,31.038915
LMT,2001-12-31,46.950001,47.150002,46.650002,46.669998,927300,31.327553
LMT,2001-12-28,46.549999,47.049999,46.400002,46.790001,1430300,31.408105
LMT,2001-12-27,46.200001,46.59,46.00,46.400002,1383800,31.146316
LMT,2001-12-26,46.299999,46.50,45.389999,46.16,1463000,30.985213
LMT,2001-12-24,46.00,46.48,46.00,46.189999,448300,31.00535
LMT,2001-12-21,45.950001,46.34,45.91,46.00,1742600,30.877812
LMT,2001-12-20,45.709999,46.099998,45.669998,45.900002,2161200,30.810687
LMT,2001-12-19,45.52,46.00,45.50,45.709999,2198100,30.683147
LMT,2001-12-18,46.639999,46.700001,45.66,45.900002,2686800,30.810687
LMT,2001-12-17,46.200001,46.900002,46.099998,46.540001,2406700,31.240291
