Symbol,Date,Open,High,Low,Close,Volume,Adj_Close
RTN,2002-01-02,32.400002,32.400002,31.700001,31.889999,1382300,21.569702
RTN,2001-12-31,32.00,32.470001,31.610001,32.470001,1095800,21.962003
RTN,2001-12-28,31.85,32.080002,31.75,32.00,1715900,21.644104
RTN,2001-12-27,31.75,32.200001,31.75,31.85,2483000,21.407373
RTN,2001-12-26,31.559999,32.099998,31.33,31.75,839800,21.340159
RTN,2001-12-24,31.049999,31.450001,31.00,31.309999,529600,21.044421
RTN,2001-12-21,31.15,31.26,30.90,31.25,1463100,21.004094
RTN,2001-12-20,29.90,31.01,29.90,30.90,1986100,20.768848
RTN,2001-12-19,29.75,30.16,29.389999,29.879999,4123500,20.083274
RTN,2001-12-18,31.00,31.040001,30.00,30.219999,3482700,20.311798
RTN,2001-12-17,32.00,32.099998,30.75,30.950001,3261300,20.802455
