Symbol,Date,Open,High,Low,Close,Volume,Adj_Close
BA,2002-03-04,48.00,49.540001,47.900002,49.130001,3743600,34.946859
BA,2002-03-01,46.549999,47.84,46.50,47.84,3936800,34.029263
BA,2002-02-28,46.009998,47.470001,45.900002,45.959999,4099400,32.691992
BA,2002-02-27,45.650002,46.869999,45.419998,45.900002,4545300,32.649315
BA,2002-02-26,44.740002,45.459999,44.25,45.150002,3880300,32.115829
BA,2002-02-25,44.75,45.00,43.900002,44.939999,3310500,31.966451
BA,2002-02-22,43.869999,45.07,43.369999,44.759998,4148600,31.838414
BA,2002-02-21,43.25,45.099998,43.200001,44.209999,5014600,31.447192
BA,2002-02-20,43.799999,43.950001,42.549999,43.310001,5053200,30.807011
BA,2002-02-19,44.099998,44.130001,43.400002,43.709999,5718300,31.091535
BA,2002-02-15,44.77,45.009998,44.360001,44.900002,3735900,31.938001
BA,2002-02-14,44.700001,44.799999,44.00,44.77,3145300,31.845529
BA,2002-02-13,43.599998,44.990002,43.52,44.900002,5587900,31.938001
BA,2002-02-12,42.75,43.349998,42.610001,43.150002,4444100,30.693201
BA,2002-02-11,41.900002,43.200001,41.720001,43.00,3976900,30.586503
BA,2002-02-08,41.049999,41.900002,40.810001,41.700001,2557500,29.661795
BA,2002-02-07,41.169998,41.459999,40.959999,41.060001,2139500,29.206555
BA,2002-02-06,40.73,41.50,40.560001,40.98,3395100,29.149648
BA,2002-02-05,40.849998,41.490002,40.50,40.900002,3253200,28.971821
BA,2002-02-04,41.549999,41.810001,40.799999,41.099998,4489400,29.11349
BA,2002-02-01,41.00,41.650002,40.900002,41.459999,4728700,29.368499
BA,2002-01-31,40.049999,40.950001,39.869999,40.950001,4390700,29.007238
BA,2002-01-30,39.849998,40.439999,39.049999,40.00,3244300,28.334298
BA,2002-01-29,41.169998,41.290001,40.09,40.23,2640900,28.49722
BA,2002-01-28,40.720001,41.00,40.34,40.900002,2010200,28.971821
BA,2002-01-25,40.029999,40.48,39.740002,40.48,3090800,28.674309
BA,2002-01-24,39.599998,40.25,39.400002,40.00,5671700,28.334298
BA,2002-01-23,40.060001,40.830002,38.00,39.330002,8882200,27.8597
BA,2002-01-22,39.700001,39.93,39.27,39.779999,2796100,28.178459
BA,2002-01-18,38.330002,39.619999,38.029999,39.150002,2805300,27.732195
BA,2002-01-17,38.549999,38.669998,37.650002,38.330002,3092700,27.151342
BA,2002-01-16,38.650002,39.099998,38.02,38.02,3783300,26.931751
BA,2002-01-15,38.599998,39.490002,38.43,39.349998,3246500,27.873865
BA,2002-01-14,38.689999,38.700001,38.07,38.25,2721400,27.094673
BA,2002-01-11,39.84,39.950001,38.599998,38.689999,3433400,27.406349
BA,2002-01-10,40.099998,40.25,39.630001,39.84,2722800,28.220961
BA,2002-01-09,40.389999,40.889999,39.50,39.900002,4574400,28.263463
BA,2002-01-08,41.470001,41.700001,40.02,40.330002,4211000,28.568057
BA,2002-01-07,41.00,41.889999,40.919998,41.00,6111900,29.042656
BA,2002-01-04,39.650002,40.400002,39.419998,40.360001,4081100,28.589307
BA,2002-01-03,38.400002,39.00,38.32,38.75,3491900,27.448851
BA,2002-01-02,38.540001,38.669998,37.849998,38.099998,3545800,26.988418
BA,2001-12-31,39.189999,39.419998,38.779999,38.779999,2308900,27.470101
BA,2001-12-28,38.93,39.119999,38.689999,39.099998,2348000,27.696775
BA,2001-12-27,38.73,38.84,38.549999,38.689999,2171900,27.406349
BA,2001-12-26,38.450001,38.849998,38.16,38.599998,1921200,27.342597
BA,2001-12-24,38.540001,38.900002,38.279999,38.419998,1245800,27.215092
BA,2001-12-21,38.400002,39.200001,38.150002,38.639999,6929100,27.370932
BA,2001-12-20,37.849998,39.080002,37.459999,38.139999,4437900,27.016753
BA,2001-12-19,36.349998,37.880001,36.310001,37.509998,4767700,26.570487
BA,2001-12-18,36.599998,37.43,36.27,37.25,3166000,26.386315
BA,2001-12-17,37.349998,37.669998,36.990002,37.060001,2757400,26.251728
